0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359
1.47914,1.48841,1.49735,1.49366,1.48745,1.51196,1.5037,1.51005,1.53797,1.51787,1.53734,1.51308,1.54784,1.54459,1.553,1.54689,1.58285,1.56651,1.57134,1.59148,1.61015,1.61116,3.48718,3.51944,3.53808,3.57015,3.61078,3.6615,3.69103,3.71505,3.62576,3.53639,3.43899,3.34363,3.2638,3.17935,3.11034,3.03366,2.96217,2.90944,2.83512,2.77504,2.7342,2.39518,2.33958,2.32942,2.26681,2.23612,2.26555,2.30158,2.34276,2.40239,2.34952,2.34139,2.30446,2.26342,2.25031,2.22797,2.19302,2.18514,2.14342,2.13564,2.1131,2.08747,2.08717,2.041,2.06731,2.01165,2.02206,2.00086,1.99675,1.97976,1.97982,1.95005,1.94865,1.95492,1.92496,1.92783,1.90123,1.90439,1.91806,1.89112,1.88251,1.88301,1.86814,1.88636,1.8859,1.88836,1.88168,1.87163,1.88203,1.88635,1.86792,1.87378,1.8804,1.87507,1.88461,1.88553,1.89159,1.88944,1.92762,1.88956,1.93873,1.9164,1.94934,1.9431,1.94491,1.97753,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,8.06756,8.02677,8.02719,8.03457,8.03555,8.02432,8.03667,8.03862,8.0225,8.06392,8.06673,8.08311,8.10318,8.13224,8.16085,8.16372,8.20414,8.24458,8.27263,8.29832,8.34811,8.40511,8.45535,8.49305,8.54692,8.60977,8.67618,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.75463,2.68062,2.59232,2.5444,2.49156,2.4404,2.38579,2.34255,2.27937,2.26489,2.20898,2.22982,2.24865,2.28708,2.35138,2.37194,2.37191,2.32477,2.30174,2.25246,2.22735,2.20363,2.16385,2.14907,2.12759,2.10015,2.08396,2.04692,2.02994,2.02356,2.00024,1.98535,1.98541,1.95065,1.91507,1.92277,1.92871,1.88447,1.57577,1.58288,1.56257,1.58019,1.57056,1.55763,1.56752,1.55322,1.52602,1.52173,1.51266,1.51946,1.51592,1.50493,1.49596,1.50844,1.51468,1.50297,1.4893,1.51151
1.5225,1.50739,1.48533,1.50934,1.52184,1.51815,1.53123,1.53509,1.53603,1.53889,1.56106,1.52869,1.56012,1.57423,1.58508,1.58531,1.59099,1.59642,3.48438,3.49376,3.52729,3.57171,3.58804,3.63606,3.65299,3.7059,3.68936,3.57059,3.48172,3.38732,3.30425,3.21468,3.13806,3.0657,3.01569,2.92707,2.86212,2.8096,2.75701,2.40911,2.37352,2.32965,2.27944,2.25998,2.25918,2.29661,2.33345,2.3944,2.37564,2.32391,2.29941,2.2843,2.26916,2.24103,2.21641,2.18515,2.16203,2.15321,2.11664,2.10639,2.08443,2.08056,2.05035,2.0277,2.0105,2.00025,1.99817,1.97649,1.95361,1.97227,1.95878,1.94917,1.9385,1.91569,1.90433,1.92795,1.91054,1.88723,1.89911,1.89759,1.89163,1.88275,1.87841,1.88817,1.864,1.87836,1.86256,1.86189,1.88343,1.88837,1.88339,1.89135,1.88928,1.88412,1.88792,1.90338,1.89446,1.9089,1.90946,1.9179,1.93333,1.93297,1.95449,1.98147,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,8.02632,8.02836,8.03193,8.0342,8.02471,8.036,8.03975,8.04712,8.06698,8.05789,8.0845,8.09141,8.11338,8.13339,8.16753,8.19646,8.22111,8.2629,8.28437,8.33583,8.36343,8.43789,8.46332,8.53379,8.5751,8.6227,8.69053,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.79337,2.7266,2.62828,2.58863,2.53656,2.47825,2.41007,2.33161,2.30523,2.26028,2.22799,2.18774,2.22872,2.26437,2.30549,2.35902,2.36561,2.32573,2.30979,2.27525,2.23945,2.20565,2.187,2.14139,2.14038,2.11766,2.0788,2.06601,2.03687,2.01037,1.99926,1.96027,1.97661,1.95806,1.94641,1.92024,1.90739,1.88335,1.59454,1.59015,1.57251,1.56451,1.55289,1.54324,1.52826,1.52939,1.53829,1.54582,1.52082,1.52107,1.51138,1.50808,1.51372,1.47879,1.51148,1.51938,1.50062,1.50059,1.50156,1.51375,1.50911,1.5148
1.50398,1.50554,1.51032,1.48935,1.50606,1.51388,1.49365,1.51713,1.53392,1.53539,1.53503,1.53556,1.54495,1.55008,1.54981,1.57709,1.58869,1.57301,1.60625,1.60658,1.60862,3.49167,3.52,3.54172,3.58965,3.61053,3.64437,3.69476,3.71839,3.62965,3.50426,3.41805,3.33781,3.24092,3.16064,3.10286,2.99699,2.95519,2.89235,2.83576,2.77364,2.7314,2.36926,2.3428,2.29316,2.28043,2.22475,2.27353,2.33394,2.36055,2.37492,2.34014,2.33973,2.29408,2.2805,2.2362,2.20803,2.18698,2.15875,2.14309,2.14626,2.10187,2.0687,2.0639,2.05233,2.04794,1.99395,2.00279,2.00426,1.9891,1.97115,1.96717,1.9489,1.95332,1.94761,1.92459,1.92309,1.91857,1.89079,1.89641,1.90023,1.88599,1.88603,1.88732,1.88812,1.86638,1.88012,1.87955,1.8534,1.89767,1.89476,1.89069,1.86676,1.86634,1.89648,1.88264,1.89509,1.89528,1.91207,1.87936,1.91479,1.93576,1.93982,1.9493,1.94189,1.94845,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,8.04506,8.0374,8.02351,8.01688,8.01773,8.04021,8.01617,8.03835,8.04947,8.04172,8.07808,8.08518,8.09491,8.12211,8.1658,8.19094,8.21362,8.25166,8.30613,8.31686,8.35093,8.40571,8.46844,8.49542,8.55763,8.62526,8.67546,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.82434,2.74652,2.68079,2.61397,2.54236,2.46656,2.41824,2.33724,2.31516,2.26276,2.24383,2.19438,2.19888,2.26505,2.3061,2.34605,2.39027,2.35361,2.33149,2.26416,2.25726,2.22245,2.21383,2.15892,2.13131,2.11695,2.10853,2.07907,2.0433,2.02503,2.01775,2.00156,1.96889,1.95612,1.94013,1.93162,1.92686,1.90801,1.60757,1.5869,1.58403,1.56376,1.56272,1.55683,1.53882,1.52972,1.52744,1.53948,1.51271,1.51948,1.52188,1.52377,1.52169,1.51762,1.49416,1.51169,1.50347,1.50462,1.49422,1.50605
1.51452,1.5103,1.49557,1.51421,1.50306,1.51049,1.49137,1.51212,1.51551,1.4886,1.49943,1.52697,1.52039,1.50983,1.51192,1.53083,1.52069,1.54432,1.5493,1.55957,1.56204,1.57119,1.59534,1.58332,1.5864,1.61171,3.48532,3.49955,3.53829,3.57349,3.59889,3.63809,3.6582,3.71084,3.66639,3.59018,3.4864,3.40515,3.30707,3.21512,3.15023,3.04525,2.98929,2.92576,2.86244,2.81535,2.73432,2.42781,2.37211,2.32315,2.27689,2.24006,2.23631,2.2946,2.32933,2.402,2.37624,2.35889,2.32154,2.30611,2.26394,2.23299,2.21744,2.18492,2.13953,2.15128,2.12348,2.09121,2.09856,2.08245,2.05276,2.03166,2.00625,1.99913,1.98747,1.98247,1.96649,1.94293,1.94925,1.93896,1.96104,1.93015,1.93153,1.9293,1.88889,1.9084,1.8901,1.88114,1.89332,1.8742,1.88029,1.8849,1.88883,1.868,1.87471,1.88535,1.8802,1.86591,1.88021,1.87565,1.89535,1.88151,1.89939,1.91189,1.90694,1.91616,1.92246,1.9354,1.93686,1.95706,1.94806,1.95411,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,8.03119,8.0241,8.03742,8.00459,8.01056,8.02252,8.03526,8.04235,8.05708,8.05851,8.07206,8.08666,8.12126,8.15102,8.17032,8.18096,8.21701,8.27076,8.30505,8.32739,8.37598,8.42086,8.46507,8.53517,8.56956,8.62428,8.69497,inf,inf,inf,inf,inf,inf,inf,inf,inf,2.76622,2.70577,2.64263,2.57012,2.52478,2.45066,2.40339,2.3474,2.2906,2.25997,2.2137,2.18799,2.22816,2.28346,2.31373,2.35243,2.38679,2.3391,2.29498,2.26823,2.23848,2.21332,2.16754,2.14412,2.12711,2.10404,2.08687,2.0604,2.05484,2.03801,2.00518,1.98499,1.9569,1.95742,1.94266,1.90518,1.91329,1.88785,1.58937,1.57422,1.5777,1.58001,1.5378,1.54848,1.52987,1.53306,1.53593,1.52939,1.50807,1.51814,1.50208,1.51576,1.50379,1.50305
1.3727,1.37691,1.372,1.36842,1.37534,1.35222,1.36468,1.38159,1.38193,1.37369,1.38246,1.38285,1.39889,1.39837,1.40038,3.19604,3.20281,3.1925,3.21525,3.26407,3.26385,3.28867,3.29669,3.34118,3.32571,3.37797,3.39018,3.41558,3.44264,3.42836,3.31755,3.21058,3.12118,3.01057,2.92765,2.84722,2.80499,2.70835,2.64473,2.58624,2.53225,2.48381,2.09996,2.07787,2.02189,2.00396,1.97294,1.93984,1.97749,2.02029,2.06436,2.08415,2.0888,2.06007,2.00164,2.00151,1.95436,1.93446,1.91515,1.89242,1.87069,1.85278,1.82133,1.817,1.79694,1.78024,1.76911,1.74124,1.74353,1.72113,1.72405,1.69925,1.69316,1.68262,1.66357,1.6572,1.65225,1.6429,1.62829,1.61168,1.63755,1.62664,1.61912,1.59104,1.60691,1.62307,1.57733,1.59461,1.58972,1.59242,1.5863,1.58245,1.60053,1.5877,1.58679,1.56875,1.6074,1.58074,1.58446,1.60993,1.59971,1.61471,1.59805,1.6399,1.61727,1.63417,1.62884,1.64067,1.64517,1.65703,1.68906,1.68632,1.69654,1.71102,1.72234,1.73968,1.74713,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,8.33121,8.32513,8.32666,8.32212,8.30298,8.31143,8.31845,8.31908,8.33353,8.3386,8.3546,8.36862,8.37623,8.39581,8.44515,8.46948,8.48347,8.5208,8.53425,8.60324,8.64343,8.67609,8.72737,8.78792,8.84433,8.8813,inf,inf,inf,inf,inf,inf,2.95731,2.85593,2.74422,2.67929,2.60248,2.50834,2.48054,2.38675,2.35795,2.33695,2.36965,2.40878,2.45024,2.47065,2.46947,2.43045,2.37516,2.34389,2.30534,2.24399,2.21779,2.18095,2.1644,2.13,2.09112,2.06595,2.04746,2.03931,1.97755,1.97806,1.96536,1.93551,1.57792,1.55544,1.55366,1.52807,1.54144,1.52731,1.51107,1.49067,1.50417,1.46435,1.4582,1.44193,1.4432,1.4378,1.42386,1.42744,1.40062,1.40864,1.40396,1.40885,1.3887,1.3882,1.38614,1.38645,1.35794,1.38046,1.37603,1.3559,1.36653
1.39741,1.37077,1.38194,1.36947,1.39483,1.39554,1.37426,1.37138,1.37967,1.38834,1.40804,3.17319,3.19887,3.22582,3.22667,3.23514,3.26444,3.29707,3.29892,3.32533,3.3697,3.38873,3.40055,3.41929,3.4724,3.40092,3.29577,3.18406,3.10204,3.00854,2.91655,2.84041,2.77009,2.7111,2.65006,2.55395,2.52039,2.47135,2.09111,2.06805,2.02703,2.00002,1.95129,1.93906,1.97389,2.02363,2.04754,2.09774,2.04989,2.0233,2.01017,1.95988,1.95875,1.91398,1.89229,1.88926,1.87178,1.85193,1.85144,1.82231,1.8066,1.77823,1.76341,1.74288,1.73073,1.73569,1.69627,1.68974,1.69054,1.67438,1.67064,1.66181,1.6515,1.63909,1.64062,1.62507,1.6309,1.61723,1.62231,1.61251,1.60292,1.60186,1.59558,1.60499,1.58692,1.59238,1.58612,1.59522,1.56924,1.58778,1.58628,1.59851,1.59486,1.57897,1.58111,1.60291,1.60671,1.60807,1.59898,1.62791,1.62888,1.61319,1.64302,1.64829,1.66863,1.66682,1.65334,1.71426,1.705,1.7105,1.71438,1.71986,1.74738,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,8.33697,8.3213,8.30961,8.32642,8.30563,8.32404,8.31386,8.31272,8.33685,8.34626,8.35075,8.35368,8.39505,8.39875,8.42765,8.47474,8.49091,8.53478,8.57786,8.59742,8.64897,8.67319,8.75165,8.78341,8.83982,8.88908,inf,inf,inf,inf,inf,inf,2.91946,2.83462,2.74859,2.66182,2.59622,2.49386,2.45448,2.40498,2.31596,2.32735,2.38201,2.40851,2.43329,2.47513,2.47694,2.4232,2.36626,2.30735,2.29929,2.24738,2.22076,2.19249,2.15103,2.11749,2.09618,2.06895,2.03527,2.02132,1.99019,1.98622,1.9363,1.60287,1.57127,1.58298,1.54654,1.5375,1.52576,1.52004,1.50878,1.48484,1.49336,1.45951,1.46936,1.45258,1.42578,1.43763,1.42018,1.40767,1.40032,1.41828,1.41457,1.4016,1.38198,1.37533,1.40087,1.39356,1.39604,1.38545,1.35721,1.37088,1.36978,1.36591,1.36645,1.37204,1.39061
1.37285,1.39746,1.3801,1.38068,1.38353,1.40089,1.4061,1.39769,3.17931,3.20562,3.20341,3.2216,3.24011,3.24643,3.28146,3.29979,3.31248,3.33637,3.365,3.39281,3.42047,3.45688,3.42394,3.28946,3.19807,3.10557,3.02586,2.93472,2.86456,2.77445,2.70958,2.63289,2.58185,2.53493,2.47401,2.10255,2.06024,2.02786,1.97762,1.94749,1.96423,1.96101,2.03,2.07004,2.09621,2.08062,2.04265,2.01009,1.97677,1.95786,1.94085,1.90929,1.88666,1.8888,1.86432,1.83523,1.80992,1.79757,1.75822,1.7641,1.75657,1.754,1.70655,1.71678,1.70107,1.68493,1.65594,1.65845,1.67062,1.64748,1.63405,1.63842,1.63409,1.62112,1.62657,1.62257,1.60091,1.61195,1.58608,1.61152,1.59552,1.59047,1.58692,1.58274,1.59956,1.57147,1.58673,1.57862,1.57987,1.5982,1.5791,1.60112,1.60238,1.59268,1.59379,1.60416,1.61807,1.62474,1.64303,1.64125,1.64214,1.64602,1.65168,1.66942,1.67628,1.6928,1.70325,1.73113,1.71893,1.73607,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,8.34449,8.32748,8.31521,8.31241,8.30908,8.30873,8.32299,8.31311,8.31766,8.35235,8.34965,8.37409,8.38918,8.42052,8.43102,8.46058,8.48337,8.52702,8.55833,8.59398,8.6376,8.68287,8.73923,8.77877,8.84168,8.89289,inf,inf,inf,inf,inf,inf,2.9224,2.82498,2.74034,2.6752,2.57337,2.50844,2.44612,2.38745,2.33589,2.32485,2.39567,2.40352,2.44487,2.48347,2.47494,2.4302,2.3798,2.32984,2.28402,2.26106,2.23214,2.18003,2.14022,2.13336,2.08912,2.06905,2.04792,2.02541,1.98433,1.97726,1.94336,1.91884,1.59255,1.5501,1.55244,1.5411,1.51753,1.52449,1.50295,1.50085,1.47721,1.46777,1.4562,1.44755,1.44025,1.43495,1.43766,1.42789,1.41043,1.41376,1.39229,1.37724,1.40123,1.38099,1.3711,1.39166,1.37896,1.36607,1.36475,1.36821,1.37766,1.36179,1.36735,1.36521,1.3599,1.37463,1.36035,1.36679
1.34176,1.37504,1.37534,1.36668,1.36907,1.37234,1.37753,1.38617,1.38594,1.39952,1.38567,1.3838,1.40259,3.17835,3.19312,3.19361,3.22262,3.23028,3.27719,3.29697,3.31602,3.33254,3.35452,3.36489,3.39075,3.4285,3.44651,3.40085,3.29329,3.17533,3.08072,3.01174,2.91283,2.84508,2.76932,2.68863,2.63655,2.59362,2.50761,2.45197,2.09124,2.06219,2.02151,1.98956,1.96576,1.9422,1.97206,2.0082,2.06936,2.09622,2.05198,2.03428,1.99907,1.96902,1.95452,1.94168,1.88989,1.87891,1.86148,1.854,1.8261,1.80702,1.79414,1.78651,1.75346,1.76258,1.73531,1.72579,1.69799,1.67125,1.68764,1.68138,1.66315,1.64793,1.63763,1.63872,1.62601,1.61682,1.62952,1.59968,1.62271,1.59321,1.62162,1.60103,1.59457,1.61308,1.59608,1.59004,1.58456,1.59676,1.58796,1.59155,1.58482,1.58367,1.60631,1.58352,1.60499,1.6047,1.60997,1.60809,1.61257,1.63248,1.60995,1.6267,1.63916,1.63472,1.64938,1.66293,1.68369,1.69144,1.70209,1.70603,1.73734,1.74026,1.73442,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,8.34291,8.33029,8.31936,8.30688,8.30028,8.32629,8.33463,8.31345,8.33239,8.33733,8.3457,8.35334,8.37825,8.39715,8.444,8.43977,8.47315,8.51104,8.52799,8.56988,8.61738,8.6367,8.70777,8.75113,8.79138,8.85752,8.9194,inf,inf,inf,inf,inf,inf,2.88547,2.80894,2.72977,2.65274,2.57858,2.50166,2.44744,2.35603,2.32244,2.34097,2.38385,2.41481,2.44082,2.47751,2.46558,2.42376,2.37647,2.33289,2.29183,2.231,2.19127,2.18279,2.12342,2.10487,2.06459,2.06404,2.02146,2.00952,1.97835,1.96833,1.94539,1.58469,1.5898,1.56524,1.56239,1.52239,1.50741,1.4999,1.49191,1.48202,1.47104,1.47082,1.44064,1.42974,1.4441,1.42587,1.41923,1.41302,1.41418,1.40853,1.41021,1.39521,1.40773,1.37814,1.3922,1.39818,1.38617,1.36973,1.37502,1.35542,1.36555,1.37221,1.37601
